Book-Title,Book-Author,tag_name,corpus
Girl In Hyacinth Blue,Susan Vreeland,to-read favorites currently-reading fiction books-i-own owned owned-books re-read all-time-favorites default my-books classics i-own audiobook novels favorite audiobooks my-library mystery own-it library audio novel 2005 read-in-2015 shelfari-favorites kindle to-buy to-re-read ebook contemporary read-in-2013 finished female-author read-2016 contemporary-fiction wish-list recommended adult book-club adult-fiction literature 20th-century abandoned audible ebooks to-read-fiction history historical didn-t-finish american maybe bookclub short-stories literary 1990s read-in-2012 read-in-2010 paperback europe purchased art art-books 2004 school general-fiction historical-fiction literary-fiction book-group american-literature fiction-historical book-club-books book-club-reads fiction-to-read historicalfiction on-kindle modern-fiction wwii women lit book-club-selection historical-novel historical-romance book-club-book own-a-copy 2001 art-history arte art-related art-and-artists netherlands art-fiction vermeer artists dutch hf painting susan-vreeland art-history-fiction art-related-fiction,Susan Vreeland to-read favorites currently-reading fiction books-i-own owned owned-books re-read all-time-favorites default my-books classics i-own audiobook novels favorite audiobooks my-library mystery own-it library audio novel 2005 read-in-2015 shelfari-favorites kindle to-buy to-re-read ebook contemporary read-in-2013 finished female-author read-2016 contemporary-fiction wish-list recommended adult book-club adult-fiction literature 20th-century abandoned audible ebooks to-read-fiction history historical didn-t-finish american maybe bookclub short-stories literary 1990s read-in-2012 read-in-2010 paperback europe purchased art art-books 2004 school general-fiction historical-fiction literary-fiction book-group american-literature fiction-historical book-club-books book-club-reads fiction-to-read historicalfiction on-kindle modern-fiction wwii women lit book-club-selection historical-novel historical-romance book-club-book own-a-copy 2001 art-history arte art-related art-and-artists netherlands art-fiction vermeer artists dutch hf painting susan-vreeland art-history-fiction art-related-fiction
Life Of Pi,Yann Martel,to-read fantasy favorites currently-reading young-adult fiction owned ya favourites owned-books re-read adventure all-time-favorites default my-books classics i-own audiobook favorite-books novels favorite audiobooks my-library english books my-favorites own-it library audio novel shelfari-favorites kindle to-buy to-re-read ebook contemporary coming-of-age classic audio-books movie read-in-2013 borrowed rory-gilmore-reading-challenge other contemporary-fiction wish-list adult 1001-books book-club adult-fiction 1001 literature abandoned 1001-books-to-read-before-you-die audible ebooks audio-book unfinished did-not-finish to-read-fiction dnf philosophy travel didn-t-finish 21st-century never-finished couldn-t-finish gave-up-on animals bookclub literary read-in-2012 1001-books-you-must-read-before-you movies survival realistic-fiction school read-for-school for-school school-books canada general-fiction literary-fiction book-group book-club-books read-2013 religion high-school asia spirituality spiritual rory-gilmore-challenge magical-realism canadian india canadian-literature booker-prize man-booker-prize man-booker booker,Yann Martel to-read fantasy favorites currently-reading young-adult fiction owned ya favourites owned-books re-read adventure all-time-favorites default my-books classics i-own audiobook favorite-books novels favorite audiobooks my-library english books my-favorites own-it library audio novel shelfari-favorites kindle to-buy to-re-read ebook contemporary coming-of-age classic audio-books movie read-in-2013 borrowed rory-gilmore-reading-challenge other contemporary-fiction wish-list adult 1001-books book-club adult-fiction 1001 literature abandoned 1001-books-to-read-before-you-die audible ebooks audio-book unfinished did-not-finish to-read-fiction dnf philosophy travel didn-t-finish 21st-century never-finished couldn-t-finish gave-up-on animals bookclub literary read-in-2012 1001-books-you-must-read-before-you movies survival realistic-fiction school read-for-school for-school school-books canada general-fiction literary-fiction book-group book-club-books read-2013 religion high-school asia spirituality spiritual rory-gilmore-challenge magical-realism canadian india canadian-literature booker-prize man-booker-prize man-booker booker
A Walk To Remember,Nicholas Sparks,to-read favorites currently-reading fiction books-i-own owned ya favourites owned-books re-read all-time-favorites default classics i-own audiobook 5-stars audiobooks my-library english books my-favorites own-it novel faves read-in-2015 shelfari-favorites kindle romance read-in-2014 ebook contemporary read-in-english coming-of-age on-my-shelf my-bookshelf have movie read-in-2013 finished borrowed books-i-have mine love contemporary-fiction wish-list done adult book-club adult-fiction ebooks must-read e-book e-books maybe read-in-2012 paperback books-owned want-to-read already-read book-to-movie need-to-buy movie-books realistic-fiction realistic general-fiction historical-fiction on-my-bookshelf drama high-school relationships reviewed romantic stand-alone 3-stars death 4-stars tragedy saw-the-movie love-story seen-the-movie love-stories sad chicklit chic-lit cancer guilty-pleasures nicholas-sparks sparks nicholas-sparks-books nicolas-sparks sparks-nicholas tear-jerkers stand-alones books-that-made-me-cry books-made-into-movies tearjerker made-into-movies watched-the-movie tearjerkers emotional,Nicholas Sparks to-read favorites currently-reading fiction books-i-own owned ya favourites owned-books re-read all-time-favorites default classics i-own audiobook 5-stars audiobooks my-library english books my-favorites own-it novel faves read-in-2015 shelfari-favorites kindle romance read-in-2014 ebook contemporary read-in-english coming-of-age on-my-shelf my-bookshelf have movie read-in-2013 finished borrowed books-i-have mine love contemporary-fiction wish-list done adult book-club adult-fiction ebooks must-read e-book e-books maybe read-in-2012 paperback books-owned want-to-read already-read book-to-movie need-to-buy movie-books realistic-fiction realistic general-fiction historical-fiction on-my-bookshelf drama high-school relationships reviewed romantic stand-alone 3-stars death 4-stars tragedy saw-the-movie love-story seen-the-movie love-stories sad chicklit chic-lit cancer guilty-pleasures nicholas-sparks sparks nicholas-sparks-books nicolas-sparks sparks-nicholas tear-jerkers stand-alones books-that-made-me-cry books-made-into-movies tearjerker made-into-movies watched-the-movie tearjerkers emotional
The Bonesetter'S Daughter,Amy Tan,to-read favorites currently-reading fiction books-i-own owned favourites owned-books default my-books classics i-own audiobook favorite-books novels audiobooks my-library own-it library audio novel read-in-2015 shelfari-favorites kindle to-buy read-in-2014 ebook contemporary coming-of-age have audio-books read-in-2013 read-in-2011 finished female-author mine contemporary-fiction wish-list home-library adult book-club adult-fiction literature abandoned audible ebooks audio-book unfinished to-read-fiction e-book e-books history historical american own-to-read bookclub favorite-authors usa literary in-my-library realistic-fiction school general-fiction historical-fiction literary-fiction book-group book-club-books unread family female-authors drama modern-fiction cultural women popular-fiction relationships asia women-writers california family-relationships chick-lit asian immigrants asian-american multicultural china asian-literature chinese asian-lit east-asia asian-fiction asian-culture 2001 contemporary-literature san-francisco mother-daughter mothers-and-daughters amy-tan chinese-american other-cultures,Amy Tan to-read favorites currently-reading fiction books-i-own owned favourites owned-books default my-books classics i-own audiobook favorite-books novels audiobooks my-library own-it library audio novel read-in-2015 shelfari-favorites kindle to-buy read-in-2014 ebook contemporary coming-of-age have audio-books read-in-2013 read-in-2011 finished female-author mine contemporary-fiction wish-list home-library adult book-club adult-fiction literature abandoned audible ebooks audio-book unfinished to-read-fiction e-book e-books history historical american own-to-read bookclub favorite-authors usa literary in-my-library realistic-fiction school general-fiction historical-fiction literary-fiction book-group book-club-books unread family female-authors drama modern-fiction cultural women popular-fiction relationships asia women-writers california family-relationships chick-lit asian immigrants asian-american multicultural china asian-literature chinese asian-lit east-asia asian-fiction asian-culture 2001 contemporary-literature san-francisco mother-daughter mothers-and-daughters amy-tan chinese-american other-cultures
Me Talk Pretty One Day,David Sedaris,to-read favorites currently-reading fiction books-i-own owned favourites owned-books re-read all-time-favorites default my-books i-own audiobook novels favorite audiobooks my-library own-it library audio read-in-2015 shelfari-favorites kindle to-buy read-in-2014 ebook contemporary audio-books read-in-2013 read-in-2011 borrowed rory-gilmore-reading-challenge humor wish-list recommended funny comedy humour adult book-club adult-fiction satire literature fun humorous abandoned audible ebooks audio-book unfinished did-not-finish hilarious nonfiction non-fiction non-fic didn-t-finish essays american never-finished 2000s memoir memoirs biography biography-memoir memoir-biography autobiography listened-to bookclub adult-nonfiction adult-non-fiction bio-memoir short-stories biographies biographical memoir-bio biography-autobiography essay france family paris rory-gilmore-challenge rory-gilmore short-story bio memoirs-biographies autobiography-memoir memoir-autobiography short-stories-essays rory-gilmore-reading-list gilmore-girls lol lgbt lgbtq glbt gay queer sedaris david-sedaris húmor,David Sedaris to-read favorites currently-reading fiction books-i-own owned favourites owned-books re-read all-time-favorites default my-books i-own audiobook novels favorite audiobooks my-library own-it library audio read-in-2015 shelfari-favorites kindle to-buy read-in-2014 ebook contemporary audio-books read-in-2013 read-in-2011 borrowed rory-gilmore-reading-challenge humor wish-list recommended funny comedy humour adult book-club adult-fiction satire literature fun humorous abandoned audible ebooks audio-book unfinished did-not-finish hilarious nonfiction non-fiction non-fic didn-t-finish essays american never-finished 2000s memoir memoirs biography biography-memoir memoir-biography autobiography listened-to bookclub adult-nonfiction adult-non-fiction bio-memoir short-stories biographies biographical memoir-bio biography-autobiography essay france family paris rory-gilmore-challenge rory-gilmore short-story bio memoirs-biographies autobiography-memoir memoir-autobiography short-stories-essays rory-gilmore-reading-list gilmore-girls lol lgbt lgbtq glbt gay queer sedaris david-sedaris húmor
The Rainmaker,John Grisham,to-read favorites currently-reading fiction books-i-own owned favourites owned-books adventure default my-books i-own audiobook audiobooks my-library english books mystery own-it library audio novel shelfari-favorites kindle to-buy ebook contemporary have audio-books action finished borrowed books-i-have contemporary-fiction thriller home-library adult adult-fiction ebooks personal-library e-book e-books calibre general american own-to-read favorite-authors usa paperback books-owned movies home realistic-fiction general-fiction not-read drama popular-fiction crime suspense mystery-thriller thrillers crime-thriller mysteries mystery-crime mystery-suspense crime-fiction crime-mystery suspense-thriller thriller-mystery thriller-suspense mystery-thrillers john-grisham grisham legal-thriller legal grisham-john law legal-thrillers legal-fiction mystery-thriller-suspense g psychological crime-mystery-thriller john courtroom 1995 روايات-عالمية-للجيب families guilty-pleasures lawyers courtroom-drama lawyer memphis insurance companies tenn leukemia poor students legal-drama,John Grisham to-read favorites currently-reading fiction books-i-own owned favourites owned-books adventure default my-books i-own audiobook audiobooks my-library english books mystery own-it library audio novel shelfari-favorites kindle to-buy ebook contemporary have audio-books action finished borrowed books-i-have contemporary-fiction thriller home-library adult adult-fiction ebooks personal-library e-book e-books calibre general american own-to-read favorite-authors usa paperback books-owned movies home realistic-fiction general-fiction not-read drama popular-fiction crime suspense mystery-thriller thrillers crime-thriller mysteries mystery-crime mystery-suspense crime-fiction crime-mystery suspense-thriller thriller-mystery thriller-suspense mystery-thrillers john-grisham grisham legal-thriller legal grisham-john law legal-thrillers legal-fiction mystery-thriller-suspense g psychological crime-mystery-thriller john courtroom 1995 روايات-عالمية-للجيب families guilty-pleasures lawyers courtroom-drama lawyer memphis insurance companies tenn leukemia poor students legal-drama
A Year In Provence,Peter Mayle,to-read favorites currently-reading fiction books-i-own owned series favourites owned-books adventure all-time-favorites default my-books classics i-own audiobook novels favorite my-library english british own-it library audio shelfari-favorites kindle to-buy ebook contemporary borrowed humor wish-list recommended funny comedy humour adult book-club adult-fiction literature fun 20th-century humorous abandoned unfinished history nonfiction non-fiction travel non-fic essays memoir memoirs travel-writing biography travelogue travel-adventure wanderlust travel-books biography-memoir memoir-biography adventure-travel culture travelogues around-the-world travel-literature autobiography bookclub travel-lit travels travel-memoir travel-memoirs biographies biographical memoir-bio read-in-2012 europe france book-group cultural paris french bio biographies-memoirs autobiography-memoir biography-memoirs food foodie food-and-drink cooking international culinary own-a-copy armchair-travel paris-france francophile foodies provence peter-mayle living-abroad,Peter Mayle to-read favorites currently-reading fiction books-i-own owned series favourites owned-books adventure all-time-favorites default my-books classics i-own audiobook novels favorite my-library english british own-it library audio shelfari-favorites kindle to-buy ebook contemporary borrowed humor wish-list recommended funny comedy humour adult book-club adult-fiction literature fun 20th-century humorous abandoned unfinished history nonfiction non-fiction travel non-fic essays memoir memoirs travel-writing biography travelogue travel-adventure wanderlust travel-books biography-memoir memoir-biography adventure-travel culture travelogues around-the-world travel-literature autobiography bookclub travel-lit travels travel-memoir travel-memoirs biographies biographical memoir-bio read-in-2012 europe france book-group cultural paris french bio biographies-memoirs autobiography-memoir biography-memoirs food foodie food-and-drink cooking international culinary own-a-copy armchair-travel paris-france francophile foodies provence peter-mayle living-abroad
Pay It Forward,Catherine Ryan Hyde,to-read favorites currently-reading young-adult fiction books-i-own owned ya favourites owned-books all-time-favorites default my-books classics i-own 5-stars novels favorite my-library english books read-in-2016 my-favorites own-it library audio novel made-me-cry kindle romance favourite to-buy read-in-2014 contemporary 5-star coming-of-age on-my-shelf movie middle-school contemporary-fiction wish-list home-library adult book-club adult-fiction literature abandoned audible e-books philosophy non-fiction american maybe bookclub purchased in-my-library want-to-read movies want-to-buy book-to-movie film movie-books realistic-fiction school realistic general-fiction literary-fiction book-club-books family self-help inspiration drama inspirational modern-fiction relationships to-read-own spirituality stand-alone books-to-buy california 2000 thought-provoking chick-lit 4-stars inspiring saw-the-movie books-to-movies seen-the-movie sad tear-jerker watched-the-movie books-into-movies book-to-film made-into-movie first-reads 2013-books catherine-ryan-hyde 7th-grade-shelf made-me-think books-i-hated,Catherine Ryan Hyde to-read favorites currently-reading young-adult fiction books-i-own owned ya favourites owned-books all-time-favorites default my-books classics i-own 5-stars novels favorite my-library english books read-in-2016 my-favorites own-it library audio novel made-me-cry kindle romance favourite to-buy read-in-2014 contemporary 5-star coming-of-age on-my-shelf movie middle-school contemporary-fiction wish-list home-library adult book-club adult-fiction literature abandoned audible e-books philosophy non-fiction american maybe bookclub purchased in-my-library want-to-read movies want-to-buy book-to-movie film movie-books realistic-fiction school realistic general-fiction literary-fiction book-club-books family self-help inspiration drama inspirational modern-fiction relationships to-read-own spirituality stand-alone books-to-buy california 2000 thought-provoking chick-lit 4-stars inspiring saw-the-movie books-to-movies seen-the-movie sad tear-jerker watched-the-movie books-into-movies book-to-film made-into-movie first-reads 2013-books catherine-ryan-hyde 7th-grade-shelf made-me-think books-i-hated
The Alienist,Caleb Carr,to-read favorites currently-reading fiction books-i-own owned series favourites owned-books re-read all-time-favorites default my-books i-own audiobook favorite-books novels audiobooks my-library books mystery my-favorites own-it library audio novel shelfari-favorites kindle to-buy read-in-2014 ebook contemporary finished contemporary-fiction thriller wish-list recommended home-library adult book-club adult-fiction literature abandoned ebooks unfinished did-not-finish to-read-fiction history historical didn-t-finish american maybe couldn-t-finish bookclub usa paperback general-fiction historical-fiction literary-fiction american-literature fiction-historical 19th-century historicalfiction new-york nyc new-york-city victorian horror crime gothic suspense murder mystery-thriller thrillers crime-thriller detective mysteries mystery-crime mystery-suspense crime-fiction crime-mystery psychology historic-fiction historical-mystery suspense-thriller thriller-mystery murder-mystery mystery-suspense-thriller mystery-thriller-suspense first-in-series psychological crime-mystery-thriller mysteries-thrillers mystery-detective serial-killer serial-killers fiction-mystery mystery-historical historical-mysteries caleb-carr,Caleb Carr to-read favorites currently-reading fiction books-i-own owned series favourites owned-books re-read all-time-favorites default my-books i-own audiobook favorite-books novels audiobooks my-library books mystery my-favorites own-it library audio novel shelfari-favorites kindle to-buy read-in-2014 ebook contemporary finished contemporary-fiction thriller wish-list recommended home-library adult book-club adult-fiction literature abandoned ebooks unfinished did-not-finish to-read-fiction history historical didn-t-finish american maybe couldn-t-finish bookclub usa paperback general-fiction historical-fiction literary-fiction american-literature fiction-historical 19th-century historicalfiction new-york nyc new-york-city victorian horror crime gothic suspense murder mystery-thriller thrillers crime-thriller detective mysteries mystery-crime mystery-suspense crime-fiction crime-mystery psychology historic-fiction historical-mystery suspense-thriller thriller-mystery murder-mystery mystery-suspense-thriller mystery-thriller-suspense first-in-series psychological crime-mystery-thriller mysteries-thrillers mystery-detective serial-killer serial-killers fiction-mystery mystery-historical historical-mysteries caleb-carr
2Nd Chance,James Patterson,to-read favorites currently-reading fiction books-i-own owned series owned-books default my-books i-own audiobook novels audiobooks my-library english books read-in-2016 mystery own-it library audio read-in-2015 kindle to-buy ebook contemporary have audio-books action read-in-2013 read-in-2011 borrowed books-i-have read-2016 friendship thriller wish-list adult adult-fiction audible ebooks audio-book e-book e-books nook calibre listened-to and read-in-2012 paperback already-read read-2013 stories women crime suspense murder mystery-thriller thrillers crime-thriller detective mysteries detectives california mystery-crime mystery-suspense crime-fiction crime-mystery political library-book thriller-mystery thriller-suspense murder-mystery mystery-thrillers crime-thrillers mystery-detective crime-novels mystery-series sleuths in murder-mysteries female james-patterson patterson patterson-james jamespatterson the calif women-s-murder-club womens-murder-club james-patterson-women-s-murder-club women-s-murder-club-series womens-murder-club-series james-patterson-womens-murder-club woman-s-murder-club francisco san professions womans-murder-club,James Patterson to-read favorites currently-reading fiction books-i-own owned series owned-books default my-books i-own audiobook novels audiobooks my-library english books read-in-2016 mystery own-it library audio read-in-2015 kindle to-buy ebook contemporary have audio-books action read-in-2013 read-in-2011 borrowed books-i-have read-2016 friendship thriller wish-list adult adult-fiction audible ebooks audio-book e-book e-books nook calibre listened-to and read-in-2012 paperback already-read read-2013 stories women crime suspense murder mystery-thriller thrillers crime-thriller detective mysteries detectives california mystery-crime mystery-suspense crime-fiction crime-mystery political library-book thriller-mystery thriller-suspense murder-mystery mystery-thrillers crime-thrillers mystery-detective crime-novels mystery-series sleuths in murder-mysteries female james-patterson patterson patterson-james jamespatterson the calif women-s-murder-club womens-murder-club james-patterson-women-s-murder-club women-s-murder-club-series womens-murder-club-series james-patterson-womens-murder-club woman-s-murder-club francisco san professions womans-murder-club
